"년월일","호기","총량","평균","최대","최소","최대(시간별)","최소(시간별)","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2013-08-05","1","19578.00","816","4668.00","0","4668.00","2","30","192","0","0","0","2","0","0","0","0","128","164","178","138","2","86","0","958","2096.00","4182.00","4370.00","4668.00","2260.00","124"
"2013-08-05","2","17980.00","749","4512.00","0","4512.00","27","85","138","0","0","0","0","0","0","0","0","143","177","225","147","0","47","0","1100.00","1839.00","3402.00","4215.00","4512.00","1923.00","27"
"2013-08-06","1","71393.00","2975.00","7440.00","168","7440.00","168","1174.00","1698.00","3404.00","2384.00","4216.00","2900.00","2818.00","712","168","1322.00","1828.00","1832.00","1474.00","2974.00","4054.00","2096.00","424","2897.00","4356.00","6012.00","5374.00","7440.00","5152.00","4684.00"
"2013-08-06","2","58510.00","2438.00","5303.00","89","5303.00","89","1744.00","1520.00","2440.00","1808.00","3313.00","2353.00","2481.00","939","89","954","1367.00","1297.00","1327.00","2137.00","2986.00","1499.00","287","2154.00","3592.00","4899.00","4967.00","5303.00","4951.00","4103.00"
"2013-08-07","1","34134.00","1422.00","7916.00","0","7916.00","12","1932.00","0","0","0","0","12","0","0","0","0","20","386","1252.00","2034.00","1258.00","526","42","928","1378.00","2850.00","5228.00","7140.00","7916.00","1232.00"
"2013-08-07","2","27605.00","1150.00","6794.00","0","6794.00","7","1415.00","0","0","0","0","0","0","0","0","0","7","167","717","1342.00","740","171","0","549","1105.00","2512.00","4695.00","6397.00","6794.00","994"
"2013-08-08","1","24888.00","1037.00","4782.00","0","4782.00","2","3808.00","1894.00","32","0","0","0","0","186","250","379","221","261","165","401","2","0","147","287","836","1656.00","1813.00","3047.00","4782.00","4721.00"
"2013-08-08","2","20879.00","870","4457.00","0","4457.00","62","2872.00","1600.00","0","0","0","0","0","135","140","256","181","144","146","163","0","0","62","220","664","1324.00","1397.00","3066.00","4052.00","4457.00"
"2013-08-09","1","15673.00","653","5364.00","0","5364.00","4","5364.00","5058.00","1865.00","0","0","0","10","0","0","76","0","140","122","22","64","146","0","4","406","641","128","26","457","1144.00"
"2013-08-09","2","13891.00","579","5390.00","0","5390.00","4","5390.00","5016.00","1672.00","0","0","0","4","0","0","14","0","28","45","16","23","56","0","0","155","395","81","0","219","777"
"2013-08-10","1","14953.00","623","3718.00","0","3718.00","22","1968.00","3718.00","2753.00","1064.00","22","263","970","44","0","0","0","0","323","0","0","126","1264.00","1133.00","734","571","0","0","0","0"
"2013-08-10","2","12093.00","504","3303.00","0","3303.00","2","1583.00","3303.00","2687.00","1141.00","2","16","508","0","0","0","0","0","232","0","0","106","615","641","610","649","0","0","0","0"
"2013-08-11","1","5019.00","209","1603.00","0","1603.00","6","33","338","626","1471.00","1603.00","604","28","0","0","0","0","0","122","68","0","0","8","6","0","16","96","0","0","0"
"2013-08-11","2","3518.00","147","1193.00","0","1193.00","2","0","152","521","1081.00","1193.00","303","7","7","0","0","0","0","130","47","0","0","2","4","0","0","71","0","0","0"
"2013-08-12","1","7477.00","312","1566.00","0","1566.00","74","0","0","372","1193.00","296","0","0","0","0","0","0","90","242","460","1111.00","1566.00","1060.00","135","597","281","0","0","0","74"
"2013-08-12","2","5516.00","230","997","0","997","30","0","0","685","963","221","0","0","0","0","0","0","30","224","400","687","997","542","43","429","295","0","0","0","0"
"2013-08-13","1","7911.00","330","1332.00","0","1332.00","34","739","1332.00","648","0","0","0","34","0","0","0","102","886","982","623","620","428","787","345","0","219","166","0","0","0"
"2013-08-13","2","4311.00","180","1070.00","0","1070.00","17","627","1070.00","391","0","0","0","42","0","0","0","17","363","570","254","205","65","307","227","0","59","114","0","0","0"
"2013-08-14","1","15044.00","627","2096.00","0","2096.00","6","291","832","279","93","716","54","0","0","125","164","993","1829.00","1945.00","2096.00","1133.00","1159.00","558","112","6","0","0","0","855","1804.00"
"2013-08-14","2","9238.00","385","1306.00","0","1306.00","11","420","514","145","297","594","53","0","0","64","76","449","832","973","1119.00","502","495","184","157","11","0","0","0","1047.00","1306.00"
"2013-08-15","1","20109.00","838","2139.00","0","2139.00","23","2139.00","1978.00","1392.00","38","611","66","0","0","23","124","846","1453.00","1639.00","2094.00","1737.00","1030.00","756","836","519","69","127","623","923","1086.00"
"2013-08-15","2","14009.00","584","1776.00","0","1776.00","57","1776.00","1663.00","1404.00","70","436","64","0","0","0","57","471","931","963","1168.00","866","524","371","387","257","96","161","565","831","948"
"2013-08-16","1","19889.00","829","2362.00","0","2362.00","4","1307.00","1418.00","1153.00","518","45","0","0","0","224","396","689","1734.00","2252.00","2315.00","2362.00","1987.00","1199.00","871","464","107","61","4","96","687"
"2013-08-16","2","11514.00","480","1365.00","0","1365.00","23","1183.00","1272.00","1013.00","458","23","0","0","0","84","199","335","808","1211.00","1365.00","1011.00","922","617","410","179","26","63","0","41","294"
"2013-08-17","1","23534.00","981","3094.00","0","3094.00","10","689","194","10","0","0","0","94","451","538","1343.00","1868.00","1779.00","1967.00","3094.00","2751.00","1921.00","2129.00","1213.00","663","385","406","222","614","1203.00"
"2013-08-17","2","11795.00","491","1673.00","0","1673.00","16","340","180","16","0","0","0","123","223","168","714","877","990","1016.00","1673.00","1458.00","1016.00","954","470","347","187","178","96","218","551"
"2013-08-18","1","21399.00","892","2508.00","0","2508.00","14","1128.00","1372.00","2410.00","631","429","14","0","0","60","576","1023.00","1488.00","1526.00","1877.00","1915.00","1772.00","2508.00","1781.00","809","80","0","0","0","0"
"2013-08-18","2","14128.00","589","1852.00","0","1852.00","25","497","829","1415.00","513","278","0","0","0","52","396","649","1016.00","1036.00","1329.00","1391.00","1328.00","1852.00","1143.00","379","25","0","0","0","0"
"2013-08-19","1","4977.00","207","1541.00","0","1541.00","79","0","0","0","0","79","123","0","0","270","0","0","248","1541.00","723","517","393","463","174","0","0","0","0","155","291"
"2013-08-19","2","3756.00","157","1050.00","0","1050.00","10","0","0","0","0","82","95","0","10","167","0","0","581","1050.00","395","205","215","301","130","0","0","0","0","156","369"
"2013-08-20","1","6176.00","257","758","0","758","2","758","509","608","268","2","0","0","0","0","215","377","320","297","225","340","288","592","377","124","24","105","174","383","190"
"2013-08-20","2","4990.00","208","765","0","765","84","722","544","765","151","0","0","0","0","0","126","241","243","191","84","203","182","378","192","102","0","96","204","396","170"
"2013-08-21","1","22944.00","956","2208.00","0","2208.00","4","144","358","170","257","378","0","8","4","0","38","634","1147.00","1091.00","1336.00","1801.00","2006.00","2208.00","1974.00","1426.00","1401.00","1757.00","1614.00","1358.00","1834.00"
"2013-08-21","2","14549.00","606","1454.00","0","1454.00","48","141","260","91","110","206","50","81","81","0","48","429","596","451","498","762","994","1100.00","1268.00","1082.00","1222.00","1454.00","1184.00","1022.00","1419.00"
"2013-08-22","1","57758.00","2407.00","4115.00","1023.00","4115.00","1023.00","1693.00","1527.00","2719.00","2665.00","2749.00","1557.00","1023.00","1270.00","2301.00","3227.00","3439.00","1996.00","4115.00","3949.00","3443.00","2740.00","1989.00","2417.00","1056.00","2106.00","2357.00","1988.00","1890.00","3542.00"
"2013-08-22","2","38246.00","1594.00","3050.00","532","3050.00","532","1277.00","1238.00","2055.00","2172.00","2084.00","1171.00","638","967","1889.00","2341.00","2486.00","1208.00","3050.00","2722.00","2451.00","1661.00","1347.00","1266.00","532","857","1064.00","994","1021.00","1755.00"
"2013-08-23","1","38287.00","1595.00","3978.00","0","3978.00","12","2503.00","3102.00","1918.00","1762.00","1509.00","1854.00","699","980","1182.00","1847.00","3017.00","1894.00","1846.00","2295.00","3978.00","3289.00","1834.00","1619.00","853","0","12","0","0","294"
"2013-08-23","2","24538.00","1022.00","2510.00","0","2510.00","6","1206.00","1744.00","1468.00","1369.00","1066.00","1107.00","413","845","909","1197.00","1548.00","929","1194.00","1455.00","2510.00","2449.00","1359.00","1030.00","558","0","6","0","0","176"
"2013-08-24","1","45048.00","1877.00","6409.00","0","6409.00","14","457","419","1177.00","1338.00","1379.00","2479.00","14","119","205","2094.00","3944.00","6409.00","4928.00","3233.00","2213.00","1213.00","0","0","178","191","911","5209.00","2531.00","4407.00"
"2013-08-24","2","31138.00","1297.00","4028.00","0","4028.00","39","507","503","1148.00","1097.00","1267.00","1739.00","41","68","158","1605.00","2409.00","4028.00","3034.00","2237.00","1538.00","721","0","0","39","130","640","3164.00","1865.00","3200.00"
"2013-08-25","1","14786.00","616","2554.00","0","2554.00","8","2554.00","2321.00","1212.00","8","0","0","79","49","0","146","349","221","374","278","34","196","191","672","1212.00","1796.00","1149.00","854","659","432"
"2013-08-25","2","9573.00","399","1777.00","0","1777.00","2","1777.00","1503.00","650","2","0","0","109","31","0","185","351","218","226","129","18","149","114","377","656","1111.00","712","578","444","233"
"2013-08-26","1","20173.00","841","1922.00","286","1922.00","286","846","411","1673.00","1110.00","459","705","792","797","1504.00","1027.00","572","624","369","553","577","326","368","286","497","718","1019.00","1178.00","1922.00","1840.00"
"2013-08-26","2","17171.00","715","2482.00","221","2482.00","221","610","403","709","577","221","412","394","378","771","685","377","467","268","387","381","254","271","254","385","925","1539.00","1744.00","2482.00","2277.00"
"2013-08-27","1","10129.00","422","1429.00","0","1429.00","68","1429.00","1101.00","789","1035.00","1320.00","1129.00","547","1044.00","343","0","0","0","181","100","0","0","0","0","68","296","310","142","0","295"
"2013-08-27","2","12715.00","530","1785.00","0","1785.00","4","1785.00","1428.00","938","1218.00","1745.00","1481.00","709","1407.00","470","0","0","0","89","39","0","0","0","4","94","399","370","188","0","351"
"2013-08-28","1","22963.00","957","2307.00","0","2307.00","161","277","0","0","0","0","0","0","0","0","161","822","1238.00","2240.00","2208.00","2307.00","1947.00","1818.00","1735.00","1184.00","1010.00","2175.00","1870.00","1134.00","837"
"2013-08-28","2","11072.00","461","1144.00","0","1144.00","171","171","0","0","0","0","0","0","0","0","237","606","899","1144.00","1016.00","931","626","519","649","754","625","969","827","532","567"
"2013-08-29","1","156898.00","6537.00","9144.00","2392.00","9144.00","2392.00","3134.00","2560.00","4642.00","5637.00","2392.00","5334.00","7579.00","8391.00","5771.00","8311.00","8969.00","6657.00","7587.00","9144.00","7397.00","8571.00","7355.00","7472.00","6109.00","7422.00","6411.00","6072.00","6137.00","7844.00"
"2013-08-29","2","100220.00","4176.00","6164.00","1632.00","6164.00","1632.00","2356.00","1903.00","3458.00","3712.00","1632.00","3294.00","4301.00","5173.00","3081.00","5567.00","5242.00","4528.00","4730.00","6164.00","4895.00","4626.00","4475.00","4696.00","3697.00","4692.00","4424.00","4515.00","4199.00","4860.00"
"2013-08-30","1","26947.00","1123.00","3884.00","0","3884.00","14","3884.00","2783.00","710","837","958","937","1172.00","37","51","14","0","0","0","0","212","301","746","528","638","1642.00","1663.00","2553.00","3858.00","3423.00"
"2013-08-30","2","19703.00","821","2851.00","0","2851.00","20","2851.00","1993.00","537","748","813","672","832","45","71","20","0","0","0","0","119","173","433","312","405","1120.00","1181.00","2192.00","2757.00","2429.00"
"2013-08-31","1","151953.00","6331.00","10619.00","2062.00","10619.00","2062.00","4619.00","4210.00","6009.00","5612.00","7302.00","6672.00","4704.00","4079.00","5771.00","9093.00","9774.00","9907.00","10619.00","9986.00","9902.00","9176.00","6256.00","6932.00","4778.00","4450.00","3985.00","3234.00","2821.00","2062.00"
"2013-08-31","2","114155.00","4756.00","7741.00","1979.00","7741.00","1979.00","3011.00","2771.00","4815.00","4048.00","5548.00","4991.00","3434.00","3199.00","4324.00","6407.00","7224.00","7231.00","7741.00","7409.00","6941.00","6515.00","4783.00","5184.00","3944.00","3820.00","3432.00","2820.00","2584.00","1979.00"
"2013-09-01","1","55997.00","2333.00","4612.00","886","4612.00","886","1874.00","1661.00","2142.00","2260.00","2770.00","2200.00","3545.00","4612.00","4145.00","3632.00","3116.00","2590.00","2817.00","2803.00","2426.00","2161.00","2253.00","1003.00","886","1291.00","1365.00","1556.00","1518.00","1371.00"
"2013-09-01","2","40433.00","1685.00","3105.00","486","3105.00","486","2049.00","1732.00","2244.00","2339.00","2301.00","1756.00","2475.00","3105.00","2520.00","2034.00","1795.00","1801.00","2086.00","1608.00","1452.00","1330.00","1192.00","686","486","699","908","1077.00","1410.00","1348.00"
"2013-09-02","1","30191.00","1258.00","3690.00","531","3690.00","531","982","950","995","691","668","531","730","842","1074.00","1666.00","1666.00","994","1110.00","879","1100.00","816","1200.00","1754.00","2051.00","1211.00","1139.00","1521.00","1931.00","3690.00"
"2013-09-02","2","21049.00","877","2157.00","504","2157.00","504","1138.00","1048.00","1106.00","844","791","638","642","679","661","983","1124.00","673","829","678","800","504","687","1032.00","1080.00","601","522","875","957","2157.00"
"2013-09-03","1","98356.00","4098.00","7900.00","1856.00","7900.00","1856.00","2798.00","2822.00","2614.00","3025.00","1990.00","1856.00","1995.00","2643.00","3208.00","3579.00","2621.00","2478.00","4938.00","4477.00","3296.00","3727.00","4451.00","4027.00","5060.00","7900.00","7559.00","7059.00","6451.00","7782.00"
"2013-09-03","2","59943.00","2498.00","6049.00","962","6049.00","962","1798.00","1564.00","1605.00","1582.00","1187.00","962","1099.00","1907.00","1971.00","2102.00","1594.00","1670.00","2801.00","2412.00","1920.00","2452.00","2874.00","2630.00","2936.00","4513.00","4291.00","3939.00","4085.00","6049.00"
"2013-09-04","1","71750.00","2990.00","7798.00","0","7798.00","80","6889.00","6143.00","6174.00","7136.00","7364.00","7798.00","6198.00","5301.00","4408.00","3085.00","2410.00","2390.00","1152.00","871","721","683","675","666","686","651","269","80","0","0"
"2013-09-04","2","50126.00","2089.00","5601.00","0","5601.00","55","5356.00","4532.00","4021.00","4689.00","5528.00","5601.00","4435.00","3417.00","2928.00","2151.00","1641.00","1646.00","798","523","457","426","409","434","443","416","220","55","0","0"
"2013-09-05","1","28146.00","1173.00","2583.00","0","2583.00","4","0","4","0","0","122","250","0","0","33","1556.00","2187.00","1583.00","2049.00","2583.00","2571.00","2536.00","2076.00","1778.00","1610.00","1652.00","1377.00","1446.00","1380.00","1353.00"
"2013-09-05","2","17623.00","734","1588.00","0","1588.00","2","40","0","0","0","70","143","2","0","9","880","1306.00","957","1191.00","1581.00","1588.00","1579.00","1170.00","1481.00","1202.00","966","845","882","853","878"
"2013-09-06","1","73774.00","3074.00","7222.00","663","7222.00","663","973","955","663","1417.00","1919.00","3069.00","3511.00","2526.00","2273.00","2986.00","3149.00","3330.00","3675.00","4685.00","4733.00","4295.00","7222.00","4737.00","4046.00","4912.00","4891.00","1893.00","940","974"
"2013-09-06","2","38766.00","1615.00","4090.00","429","4090.00","429","615","549","491","1000.00","1392.00","1841.00","1992.00","1697.00","1532.00","1716.00","1549.00","1752.00","1444.00","1773.00","1844.00","1970.00","4090.00","2434.00","2214.00","2785.00","2192.00","946","429","519"
"2013-09-07","1","18417.00","767","2392.00","2","2392.00","2","644","952","1542.00","2392.00","1306.00","659","748","986","858","775","672","668","673","1028.00","858","772","350","148","2","250","387","469","479","799"
"2013-09-07","2","9134.00","381","1104.00","0","1104.00","106","352","429","783","1104.00","574","323","361","488","419","333","258","315","303","367","406","310","218","106","0","164","243","344","358","576"
"2013-09-08","1","16255.00","677","1692.00","30","1692.00","30","773","1125.00","1099.00","941","1561.00","1692.00","1542.00","673","404","542","765","746","691","555","358","437","613","228","30","132","311","409","277","351"
"2013-09-08","2","11389.00","475","1205.00","19","1205.00","19","574","783","865","834","1205.00","1181.00","1096.00","524","307","366","455","454","428","360","221","255","347","123","19","119","214","254","188","217"
"2013-09-09","1","7328.00","305","680","0","680","20","624","646","680","612","454","267","192","356","304","249","463","421","471","473","498","402","196","20","0","0","0","0","0","0"
"2013-09-09","2","4790.00","200","431","0","431","8","409","387","431","391","246","147","119","211","197","107","331","293","330","357","374","311","141","8","0","0","0","0","0","0"
"2013-09-10","1","3742.00","156","853","0","853","2","0","0","0","0","0","0","0","0","0","0","134","408","398","459","381","310","255","2","0","0","0","0","542","853"
"2013-09-10","2","2017.00","84","369","0","369","51","0","0","0","0","0","0","0","0","0","0","101","192","246","271","156","161","135","51","0","0","0","100","235","369"
"2013-09-11","1","6576.00","274","1508.00","0","1508.00","6","1508.00","1220.00","943","392","48","6","304","1328.00","419","127","11","0","38","72","20","52","78","10","0","0","0","0","0","0"
"2013-09-11","2","4085.00","170","955","0","955","1","819","648","521","358","45","20","292","955","225","32","0","0","11","43","19","36","60","1","0","0","0","0","0","0"
"2013-09-12","1","8874.00","370","1198.00","0","1198.00","58","0","0","0","0","0","0","0","0","0","0","58","420","702","817","737","696","679","322","350","626","842","789","638","1198.00"
"2013-09-12","2","4771.00","199","604","0","604","95","0","0","0","0","0","0","0","0","0","0","0","188","472","604","593","464","363","95","102","272","362","353","305","598"
"2013-09-13","1","46124.00","1922.00","4021.00","777","4021.00","777","2007.00","1307.00","841","1875.00","1984.00","1684.00","1763.00","1512.00","3045.00","3550.00","4021.00","3673.00","3436.00","3331.00","2028.00","830","914","941","1352.00","1334.00","1656.00","1328.00","935","777"
"2013-09-13","2","27815.00","1159.00","2616.00","357","2616.00","357","1168.00","900","602","1255.00","1428.00","1131.00","1248.00","925","1761.00","2147.00","2616.00","2323.00","1979.00","2054.00","1306.00","495","583","430","640","629","748","648","357","442"
"2013-09-14","1","68949.00","2873.00","8986.00","0","8986.00","65","1152.00","3173.00","6309.00","4754.00","2766.00","1853.00","3453.00","3763.00","6603.00","8986.00","5128.00","2463.00","2068.00","3716.00","1571.00","1832.00","369","0","65","1175.00","1936.00","2287.00","1521.00","2006.00"
"2013-09-14","2","48179.00","2007.00","6395.00","0","6395.00","41","1037.00","2131.00","3665.00","2806.00","1345.00","1013.00","2207.00","2793.00","4564.00","6395.00","4144.00","1992.00","1919.00","2999.00","1362.00","1485.00","292","0","41","792","1478.00","1485.00","869","1365.00"
"2013-09-15","1","140195.00","5841.00","11766.00","2456.00","11766.00","2456.00","2456.00","3177.00","5846.00","4655.00","4202.00","5063.00","5215.00","3448.00","3960.00","3835.00","3284.00","5173.00","5423.00","6903.00","8542.00","8029.00","8150.00","7835.00","8869.00","11766.00","9873.00","6858.00","4349.00","3284.00"
"2013-09-15","2","95577.00","3982.00","7945.00","1619.00","7945.00","1619.00","1619.00","2019.00","3869.00","3199.00","2726.00","3380.00","3466.00","2344.00","2709.00","2709.00","2307.00","3587.00","3787.00","4600.00","6233.00","5737.00","5648.00","5913.00","4688.00","7945.00","6733.00","4966.00","3215.00","2178.00"
"2013-09-16","1","65265.00","2719.00","5965.00","210","5965.00","210","4526.00","4483.00","3764.00","2730.00","2692.00","2627.00","5965.00","4114.00","4603.00","5806.00","5425.00","4229.00","4409.00","3629.00","1624.00","975","558","427","210","326","582","632","357","572"
"2013-09-16","2","47280.00","1970.00","5222.00","178","5222.00","178","2909.00","2796.00","2631.00","2356.00","2601.00","2591.00","5222.00","2886.00","3195.00","3920.00","3738.00","3017.00","2954.00","2335.00","1103.00","682","340","305","188","196","389","420","178","328"
"2013-09-17","1","41148.00","1715.00","2502.00","357","2502.00","357","483","357","545","856","1052.00","1360.00","1450.00","1273.00","1675.00","2371.00","2422.00","2502.00","2081.00","1974.00","1880.00","1853.00","2338.00","2426.00","2208.00","2079.00","1620.00","1646.00","2290.00","2407.00"
"2013-09-17","2","24964.00","1040.00","1707.00","251","1707.00","251","341","251","359","521","636","803","864","783","1082.00","1292.00","1707.00","1601.00","1320.00","1212.00","1232.00","1137.00","1499.00","1396.00","1193.00","1118.00","939","934","1276.00","1468.00"
"2013-09-18","1","35760.00","1490.00","3073.00","403","3073.00","403","2097.00","1346.00","608","421","403","515","829","1559.00","2407.00","3073.00","2632.00","2357.00","2272.00","2080.00","1892.00","1469.00","950","771","573","1148.00","1855.00","1472.00","1516.00","1515.00"
"2013-09-18","2","22635.00","943","1883.00","258","1883.00","258","1386.00","938","388","267","258","354","520","827","1353.00","1883.00","1847.00","1520.00","1407.00","1292.00","1295.00","935","619","494","321","677","1097.00","936","989","1032.00"
"2013-09-19","1","52670.00","2195.00","3583.00","413","3583.00","413","2312.00","2543.00","2000.00","2358.00","2457.00","2482.00","2359.00","2443.00","3059.00","3583.00","3444.00","2888.00","3045.00","2670.00","2328.00","2440.00","2751.00","2043.00","1132.00","1208.00","799","1064.00","849","413"
"2013-09-19","2","34397.00","1433.00","2499.00","192","2499.00","192","1594.00","1638.00","1464.00","1546.00","1515.00","1519.00","1545.00","1311.00","1890.00","2255.00","2499.00","2069.00","2275.00","1809.00","1447.00","1621.00","1752.00","1393.00","698","806","527","573","459","192"
"2013-09-20","1","2935.00","122","615","0","615","10","196","114","0","0","0","0","0","0","0","10","111","189","615","513","271","499","303","114","0","0","0","0","0","0"
"2013-09-20","2","1895.00","79","386","0","386","48","94","62","0","0","0","0","0","0","0","0","48","82","386","337","169","335","268","114","0","0","0","0","0","0"
"2013-09-21","1","2683.00","112","422","0","422","21","0","0","0","0","0","182","108","0","0","26","310","277","283","422","383","421","137","0","0","0","21","0","0","113"
"2013-09-21","2","1583.00","66","288","0","288","8","0","0","0","0","0","65","45","0","0","11","174","159","183","288","263","273","78","10","0","0","8","0","0","26"
"2013-09-22","1","74194.00","3091.00","5847.00","126","5847.00","126","126","410","1150.00","893","1959.00","5742.00","5847.00","3866.00","3710.00","2918.00","2620.00","2474.00","3590.00","4757.00","3900.00","3703.00","2562.00","2517.00","3076.00","3004.00","3352.00","3789.00","4356.00","3873.00"
"2013-09-22","2","46656.00","1944.00","3625.00","25","3625.00","25","25","103","539","470","1217.00","3354.00","3625.00","2641.00","2748.00","1697.00","1699.00","1505.00","2371.00","3109.00","2705.00","2316.00","1633.00","1599.00","1973.00","2037.00","1997.00","2217.00","2620.00","2456.00"
"2013-09-23","1","56758.00","2365.00","5324.00","0","5324.00","95","5324.00","4360.00","3023.00","2949.00","3071.00","2945.00","2514.00","2163.00","3197.00","4477.00","4210.00","3950.00","3785.00","3014.00","2147.00","2215.00","1396.00","348","555","463","442","115","95","0"
"2013-09-23","2","38783.00","1616.00","3614.00","5","3614.00","5","3614.00","2918.00","2098.00","1845.00","1921.00","2077.00","1716.00","1524.00","2089.00","3314.00","2902.00","2966.00","2624.00","2224.00","1523.00","1322.00","874","228","317","254","287","100","41","5"
"2013-09-24","1","3503.00","146","1002.00","0","1002.00","6","0","31","77","0","0","45","58","0","0","0","6","13","22","226","349","144","6","0","0","22","1002.00","970","258","274"
"2013-09-24","2","2849.00","119","766","0","766","7","0","21","78","0","0","9","45","0","0","0","12","7","0","176","238","82","18","0","0","150","766","765","230","252"
"2013-09-25","1","195179.00","8132.00","11149.00","975","11149.00","975","975","2286.00","2903.00","3957.00","6139.00","6881.00","11149.00","9745.00","10503.00","5655.00","5319.00","10476.00","10217.00","10984.00","10096.00","10213.00","10317.00","10879.00","9645.00","10528.00","9714.00","10613.00","8461.00","7524.00"
"2013-09-25","2","132926.00","5539.00","7486.00","1439.00","7486.00","1439.00","1439.00","2196.00","2564.00","3378.00","4856.00","5020.00","7377.00","6048.00","7165.00","4605.00","4072.00","7060.00","7125.00","7269.00","6971.00","5770.00","6805.00","7486.00","6195.00","6311.00","6538.00","6795.00","5207.00","4674.00"
"2013-09-26","1","94100.00","3921.00","5986.00","2028.00","5986.00","2028.00","5892.00","4705.00","3912.00","4118.00","4752.00","5374.00","3624.00","3220.00","2778.00","5109.00","5986.00","5418.00","4727.00","3614.00","3434.00","2194.00","2028.00","3419.00","4815.00","2615.00","3221.00","3843.00","3057.00","2245.00"
"2013-09-26","2","58814.00","2451.00","4035.00","1340.00","4035.00","1340.00","3727.00","2834.00","2296.00","2430.00","3063.00","3442.00","2287.00","2141.00","1792.00","3478.00","4035.00","3649.00","3172.00","1835.00","1619.00","1440.00","1425.00","2247.00","2969.00","1567.00","1935.00","2282.00","1809.00","1340.00"
"2013-09-27","1","34439.00","1435.00","2469.00","576","2469.00","576","2048.00","1691.00","1675.00","1879.00","2100.00","2115.00","1778.00","2094.00","1829.00","1042.00","983","1012.00","2469.00","2036.00","1396.00","1586.00","711","992","615","576","1107.00","1028.00","766","911"
"2013-09-27","2","21381.00","891","1520.00","321","1520.00","321","1297.00","1134.00","1043.00","1179.00","1270.00","1263.00","1127.00","1306.00","1176.00","644","570","625","1520.00","1360.00","907","867","438","618","412","321","710","607","455","532"
"2013-09-28","1","42923.00","1788.00","6308.00","53","6308.00","53","1438.00","1117.00","290","137","53","257","589","467","330","820","1388.00","1962.00","1839.00","6036.00","6308.00","4384.00","4230.00","2536.00","1314.00","596","1016.00","1670.00","2002.00","2144.00"
"2013-09-28","2","28389.00","1183.00","4494.00","28","4494.00","28","916","707","210","58","28","294","345","280","143","462","542","1237.00","1351.00","3886.00","4494.00","3315.00","2885.00","1723.00","802","317","750","1251.00","1199.00","1194.00"
"2013-09-29","1","12822.00","534","2638.00","0","2638.00","20","2638.00","2072.00","936","1140.00","456","542","398","36","446","1096.00","1580.00","900","24","226","86","20","0","132","94","0","0","0","0","0"
"2013-09-29","2","9298.00","387","1605.00","0","1605.00","18","1605.00","1188.00","501","931","445","432","536","24","288","708","1306.00","728","133","152","95","18","0","134","74","0","0","0","0","0"
"2013-09-30","1","8588.00","358","1452.00","0","1452.00","4","0","0","0","0","4","0","0","12","334","590","776","678","1288.00","1452.00","998","926","506","454","290","0","0","0","8","272"
"2013-09-30","2","6236.00","260","979","0","979","2","0","0","0","0","5","0","0","14","185","318","523","514","872","979","968","758","334","325","269","2","0","0","0","170"
"2013-10-01","1","30599.00","1275.00","3672.00","0","3672.00","4","420","116","350","200","398","162","0","1054.00","2820.00","3332.00","3672.00","2942.00","2116.00","1936.00","2535.00","2135.00","1724.00","1488.00","989","896","691","494","125","4"
"2013-10-01","2","21899.00","912","2748.00","0","2748.00","73","245","111","270","101","249","163","0","722","2205.00","2617.00","2748.00","2541.00","1846.00","1154.00","1774.00","1319.00","1122.00","971","614","552","360","142","73","0"
"2013-10-02","1","115325.00","4805.00","11248.00","0","11248.00","100","100","173","0","0","0","0","101","2465.00","1173.00","1750.00","3936.00","7050.00","9208.00","8885.00","3542.00","6526.00","6745.00","8778.00","8369.00","9374.00","9236.00","11248.00","8246.00","8420.00"
"2013-10-02","2","79312.00","3305.00","7666.00","0","7666.00","12","12","135","0","0","0","0","634","1750.00","729","1845.00","2997.00","5269.00","6128.00","5645.00","2301.00","4683.00","5098.00","5733.00","5142.00","6606.00","6692.00","7666.00","5155.00","5092.00"
"2013-10-03","1","131098.00","5462.00","11374.00","876","11374.00","876","11374.00","11264.00","10820.00","9980.00","9832.00","9686.00","9762.00","9634.00","9296.00","6780.00","5372.00","3888.00","3416.00","2862.00","2298.00","1748.00","2058.00","1476.00","1810.00","1550.00","1004.00","876","1662.00","2650.00"
"2013-10-03","2","90805.00","3784.00","7702.00","522","7702.00","522","7524.00","7383.00","7389.00","7431.00","7702.00","6923.00","7216.00","7178.00","6793.00","4305.00","3416.00","2512.00","2197.00","2012.00","1624.00","1227.00","1198.00","787","1052.00","992","646","522","1039.00","1737.00"
"2013-10-04","1","84884.00","3537.00","5398.00","1920.00","5398.00","1920.00","2814.00","3608.00","2740.00","2728.00","2718.00","1920.00","2260.00","2636.00","2670.00","3198.00","3730.00","3654.00","3568.00","4038.00","3952.00","3814.00","3344.00","4150.00","4476.00","4656.00","5398.00","4612.00","4312.00","3888.00"
"2013-10-04","2","53656.00","2236.00","3849.00","1118.00","3849.00","1118.00","1837.00","2046.00","1616.00","1698.00","1253.00","1118.00","1415.00","1719.00","1761.00","2131.00","2156.00","2240.00","2308.00","2506.00","2605.00","2490.00","1746.00","2427.00","3050.00","3217.00","3849.00","3193.00","2752.00","2523.00"
